Pid,Pair,Sem_Sim,Aud_Sim
2479,"mechanical machine,mechanical keyboard",2.80,1.43
2480,"mechanical machine,mechanical noise",1.87,1.93
2481,"mechanical motor,mechanical buzz",1.93,2.13
2482,"mechanical motor,mechanical clock",2.71,2.00
2483,"mechanical motor,mechanical door",2.07,1.33
2484,"mechanical motor,mechanical elevator",2.73,2.07
2485,"mechanical motor,mechanical fan",3.47,2.40
2486,"mechanical motor,mechanical gun",1.67,1.27
2487,"mechanical motor,mechanical hum",2.00,2.33
2488,"mechanical motor,mechanical keyboard",1.80,1.60
2489,"mechanical motor,mechanical machine",4.47,3.27
2490,"mechanical motor,mechanical motor",5.00,5.00
2491,"mechanical motor,mechanical noise",2.27,1.93
2492,"mechanical motor,mechanical shutter",2.13,1.53
2493,"mechanical noise,mechanical buzz",4.33,3.27
2494,"mechanical noise,mechanical clock",1.86,1.47
2495,"mechanical noise,mechanical door",1.27,1.53
2496,"mechanical noise,mechanical hum",4.27,3.20
2497,"mechanical shutter,mechanical buzz",1.80,1.57
2498,"mechanical shutter,mechanical clock",2.13,1.43
2499,"mechanical shutter,mechanical door",2.80,2.00
2500,"mechanical shutter,mechanical gun",1.53,1.29
2501,"mechanical shutter,mechanical hum",1.80,1.71
2502,"mechanical shutter,mechanical keyboard",1.73,1.29
2503,"mechanical shutter,mechanical machine",2.13,1.71
2504,"mechanical shutter,mechanical noise",2.13,1.93
2505,"mechanical squeak,mechanical buzz",2.80,2.27
2506,"mechanical squeak,mechanical camera",1.36,1.13
2507,"mechanical squeak,mechanical clock",1.40,1.40
2508,"mechanical squeak,mechanical door",1.53,1.73
2509,"mechanical squeak,mechanical drill",1.40,1.53
2510,"mechanical squeak,mechanical drilling",1.43,1.27
2511,"mechanical squeak,mechanical drone",1.80,1.33
2512,"mechanical squeak,mechanical elevator",1.64,1.33
2513,"mechanical squeak,mechanical fan",1.71,1.47
2514,"mechanical squeak,mechanical generator",1.50,1.13
2515,"mechanical squeak,mechanical glitch",2.21,1.87
2516,"mechanical squeak,mechanical gun",1.36,1.20
2517,"mechanical squeak,mechanical hum",2.87,2.13
2518,"mechanical squeak,mechanical keyboard",1.27,1.13
2519,"mechanical squeak,mechanical machine",1.79,1.27
2520,"mechanical squeak,mechanical motor",1.86,1.20
2521,"mechanical squeak,mechanical noise",4.00,3.40
2522,"mechanical squeak,mechanical shutter",1.79,1.27
2523,"mellow vocals,mellow melody",3.47,3.47
2524,"melodic air,melodic bell",1.47,1.21
2525,"melodic air,melodic bird",1.80,1.43
2526,"melodic air,melodic drone",2.13,1.43
2527,"melodic bass,melodic strum",2.00,2.25
2528,"melodic bass,melodic techno",2.08,2.17
2529,"melodic bass,melodic tune",2.46,2.33
2530,"melodic beat,melodic bass",2.85,2.08
2531,"melodic beat,melodic brass",1.92,1.69
2532,"melodic beat,melodic chord",2.69,2.46
2533,"melodic beat,melodic drum",3.13,3.33
2534,"melodic beat,melodic percussion",3.20,3.33
2535,"melodic beat,melodic strum",2.54,1.85
2536,"melodic beat,melodic techno",2.69,2.69
2537,"melodic beat,melodic tune",3.31,3.15
2538,"melodic bell,melodic drone",1.80,1.36
2539,"melodic bird,melodic bell",1.60,1.64
2540,"melodic bird,melodic drone",2.33,1.93
2541,"melodic brass,melodic bass",2.77,2.08
2542,"melodic brass,melodic brass",5.00,5.00
2543,"melodic brass,melodic chord",2.00,1.54
2544,"melodic brass,melodic strum",1.54,1.17
2545,"melodic brass,melodic techno",1.62,1.25
2546,"melodic brass,melodic tune",2.23,2.42
2547,"melodic chord,melodic bass",2.08,2.08
2548,"melodic chord,melodic strum",2.85,2.83
2549,"melodic chord,melodic techno",1.46,1.58
2550,"melodic chord,melodic tune",3.31,3.25
2551,"melodic drum,melodic bass",2.15,2.46
2552,"melodic drum,melodic brass",2.08,1.62
2553,"melodic drum,melodic chord",1.31,1.62
2554,"melodic drum,melodic percussion",3.62,3.46
2555,"melodic drum,melodic strum",1.31,1.69
2556,"melodic drum,melodic techno",1.77,2.23
2557,"melodic drum,melodic tune",2.15,2.46
2558,"melodic guitar,melodic bass",3.13,2.87
2559,"melodic guitar,melodic beat",1.93,1.73
2560,"melodic guitar,melodic brass",1.53,1.67
2561,"melodic guitar,melodic chord",2.87,3.27
2562,"melodic guitar,melodic drum",1.80,1.33
2563,"melodic guitar,melodic percussion",1.53,1.47
2564,"melodic guitar,melodic strum",2.80,3.53
2565,"melodic guitar,melodic techno",1.67,1.40
2566,"melodic guitar,melodic tune",2.67,2.67
2567,"melodic music,melodic bass",2.20,2.27
2568,"melodic music,melodic beat",3.47,3.40
2569,"melodic music,melodic brass",1.93,2.07
2570,"melodic music,melodic chord",3.20,3.20
2571,"melodic music,melodic drum",2.47,2.27
2572,"melodic music,melodic guitar",2.86,2.93
2573,"melodic music,melodic percussion",2.33,2.33
2574,"melodic music,melodic strum",1.93,2.60
2575,"melodic music,melodic techno",2.93,2.80
2576,"melodic music,melodic tune",4.13,4.47
2577,"melodic percussion,melodic bass",2.00,1.85
2578,"melodic percussion,melodic brass",1.54,1.85
2579,"melodic percussion,melodic chord",1.62,2.00
2580,"melodic percussion,melodic strum",1.38,1.31
2581,"melodic percussion,melodic techno",1.85,1.92
2582,"melodic percussion,melodic tune",1.69,2.00
2583,"melodic piano,melodic bass",1.43,1.57
2584,"melodic piano,melodic beat",2.00,1.80
2585,"melodic piano,melodic brass",1.43,1.43
2586,"melodic piano,melodic chord",2.57,2.79
2587,"melodic piano,melodic drum",1.50,1.57
2588,"melodic piano,melodic guitar",1.87,1.87
2589,"melodic piano,melodic music",3.00,3.47
2590,"melodic piano,melodic percussion",1.64,1.64
2591,"melodic piano,melodic piano",5.00,5.00
2592,"melodic piano,melodic song",2.80,3.13
2593,"melodic piano,melodic strum",1.00,1.64
2594,"melodic piano,melodic techno",1.36,1.57
2595,"melodic piano,melodic tune",2.21,3.14
2596,"melodic song,melodic bass",2.21,2.14
2597,"melodic song,melodic beat",3.29,3.00
2598,"melodic song,melodic brass",1.79,2.00
2599,"melodic song,melodic chord",2.71,3.21
2600,"melodic song,melodic drum",2.57,2.36
2601,"melodic song,melodic guitar",2.79,2.36
2602,"melodic song,melodic music",4.29,4.21
2603,"melodic song,melodic percussion",2.07,2.21
2604,"melodic song,melodic strum",2.07,1.93
2605,"melodic song,melodic techno",2.64,2.29
2606,"melodic song,melodic tune",4.29,4.00
2607,"melodic strum,melodic techno",1.23,1.25
2608,"melodic strum,melodic tune",2.08,2.67
2609,"melodic tune,melodic techno",2.62,2.67
2610,"melodic wind,melodic air",3.93,3.67
2611,"melodic wind,melodic bell",1.93,1.43
2612,"melodic wind,melodic bird",2.00,1.57
2613,"melodic wind,melodic drone",1.87,1.50
2614,"melodious bass,melodious cord",2.08,2.17
2615,"melodious bass,melodious flute",1.54,1.08
2616,"melodious bass,melodious guitar",3.08,3.17
2617,"melodious bass,melodious percussion",1.85,1.75
2618,"melodious bass,melodious saxophone",1.85,1.25
2619,"melodious bird,melodious bell",2.00,1.80
2620,"melodious bird,melodious glitch",1.13,1.00
2621,"melodious bird,melodious whistle",2.27,2.50
2622,"melodious chime,melodious bass",1.62,1.08
2623,"melodious chime,melodious cord",1.69,1.42
2624,"melodious chime,melodious flute",1.62,1.33
2625,"melodious chime,melodious guitar",1.46,1.08
2626,"melodious chime,melodious percussion",2.15,1.75
2627,"melodious chime,melodious saxophone",1.69,1.17
2628,"melodious cord,melodious flute",2.20,1.85
2629,"melodious cord,melodious percussion",2.07,1.38
2630,"melodious cord,melodious saxophone",2.13,1.46
2631,"melodious flute,melodious percussion",1.53,1.46
2632,"melodious flute,melodious saxophone",2.13,2.77
2633,"melodious glitch,melodious bell",1.07,1.00
2634,"melodious guitar,melodious cord",2.69,2.67
2635,"melodious guitar,melodious flute",1.53,1.54
2636,"melodious guitar,melodious percussion",1.60,1.54
2637,"melodious guitar,melodious saxophone",1.53,1.54
2638,"melodious harp,melodious bass",1.46,1.77
2639,"melodious harp,melodious chime",2.08,2.08
2640,"melodious harp,melodious cord",1.92,3.00
2641,"melodious harp,melodious flute",1.38,1.62
2642,"melodious harp,melodious guitar",1.69,1.92
2643,"melodious harp,melodious music",3.15,2.92
2644,"melodious harp,melodious percussion",1.31,1.31
2645,"melodious harp,melodious pitch",1.69,2.23
2646,"melodious harp,melodious saxophone",1.23,1.46
2647,"melodious music,melodious bass",2.69,2.42
2648,"melodious music,melodious chime",2.62,2.08
2649,"melodious music,melodious cord",3.54,3.50
2650,"melodious music,melodious flute",3.08,2.42
2651,"melodious music,melodious guitar",3.23,2.75
2652,"melodious music,melodious percussion",2.62,2.08
2653,"melodious music,melodious saxophone",3.15,2.17
2654,"melodious percussion,melodious saxophone",1.60,1.38
2655,"melodious piano,melodious bass",1.69,1.33
2656,"melodious piano,melodious chime",1.69,1.75
2657,"melodious piano,melodious cord",2.46,2.00
2658,"melodious piano,melodious flute",1.31,1.69
2659,"melodious piano,melodious guitar",1.69,1.33
2660,"melodious piano,melodious harp",1.92,1.75
2661,"melodious piano,melodious music",3.31,3.25
2662,"melodious piano,melodious percussion",1.54,1.62
2663,"melodious piano,melodious piano",5.00,5.00
2664,"melodious piano,melodious pitch",1.85,2.17
2665,"melodious piano,melodious saxophone",1.31,1.38
2666,"melodious pitch,melodious bass",1.62,1.69
2667,"melodious pitch,melodious chime",2.38,2.77
2668,"melodious pitch,melodious cord",2.08,2.54
2669,"melodious pitch,melodious flute",1.62,2.15
2670,"melodious pitch,melodious guitar",1.38,1.85
2671,"melodious pitch,melodious music",2.92,3.00
2672,"melodious pitch,melodious percussion",1.15,1.46
2673,"melodious pitch,melodious saxophone",2.00,1.83
2674,"melodious voice,melodious bell",2.20,1.29
2675,"melodious voice,melodious bird",2.13,1.50
2676,"melodious voice,melodious glitch",1.20,1.00
2677,"melodious voice,melodious whistle",3.20,2.07
2678,"melodious whistle,melodious bell",3.36,2.33
2679,"melodious whistle,melodious glitch",1.14,1.07
2680,"melodious wind,melodious bell",1.67,1.36
2681,"melodious wind,melodious bird",1.67,1.21
2682,"melodious wind,melodious glitch",1.27,1.00
2683,"melodious wind,melodious voice",2.73,1.50
2684,"melodious wind,melodious whistle",3.13,2.43
2685,"musical bass,musical flute",1.40,1.79
2686,"musical bass,musical guitar",3.53,2.93
2687,"musical bass,musical jazz",2.15,2.43
2688,"musical bass,musical orchestra",2.47,2.14
2689,"musical bell,musical bell",5.00,5.00
2690,"musical bell,musical door",1.73,1.60
2691,"musical bell,musical machine",1.86,1.40
2692,"musical bell,musical resonance",2.53,2.60
2693,"musical bell,musical speech",2.07,1.60
2694,"musical drum,musical bass",2.33,2.62
2695,"musical drum,musical flute",1.20,1.38
2696,"musical drum,musical groove",2.47,2.23
2697,"musical drum,musical guitar",1.20,1.31
2698,"musical drum,musical harp",1.20,1.23
2699,"musical drum,musical jazz",1.73,2.00
2700,"musical drum,musical orchestra",1.87,1.85
2701,"musical drum,musical percussion",3.80,3.62
2702,"musical flute,musical guitar",1.62,1.57
2703,"musical flute,musical jazz",1.92,2.14
2704,"musical groove,musical bass",2.87,2.86
2705,"musical groove,musical flute",1.73,1.86
2706,"musical groove,musical guitar",2.53,2.43
2707,"musical groove,musical jazz",3.13,2.93
2708,"musical groove,musical orchestra",2.07,2.07
2709,"musical guitar,musical jazz",2.62,2.50
2710,"musical harp,musical bass",1.67,1.93
2711,"musical harp,musical flute",1.80,2.29
2712,"musical harp,musical groove",1.87,1.86
2713,"musical harp,musical guitar",2.33,2.29
2714,"musical harp,musical jazz",1.67,1.57
2715,"musical harp,musical orchestra",2.87,2.71
2716,"musical harp,musical percussion",1.53,1.46
2717,"musical machine,musical door",2.07,1.40
2718,"musical machine,musical resonance",1.87,1.80
2719,"musical machine,musical speech",1.67,1.53
2720,"musical melody,musical bass",2.20,2.43
2721,"musical melody,musical drum",1.87,1.71
2722,"musical melody,musical flute",2.80,3.00
2723,"musical melody,musical groove",2.87,2.50
2724,"musical melody,musical guitar",2.87,2.43
2725,"musical melody,musical harp",3.00,3.29
2726,"musical melody,musical jazz",2.80,3.00
2727,"musical melody,musical orchestra",3.13,3.07
2728,"musical melody,musical percussion",2.00,1.93
2729,"musical melody,musical piano",3.07,3.50
2730,"musical melody,musical violin",2.53,2.79
2731,"musical orchestra,musical flute",2.46,2.43
2732,"musical orchestra,musical guitar",1.46,1.71
2733,"musical orchestra,musical jazz",2.23,2.14
2734,"musical percussion,musical bass",2.40,2.00
2735,"musical percussion,musical flute",1.67,1.43
2736,"musical percussion,musical groove",2.53,2.21
2737,"musical percussion,musical guitar",1.60,1.57
2738,"musical percussion,musical jazz",2.40,2.36
2739,"musical percussion,musical orchestra",2.73,2.29
2740,"musical piano,musical bass",1.73,1.86
2741,"musical piano,musical drum",1.53,1.43
2742,"musical piano,musical flute",1.73,1.93
2743,"musical piano,musical groove",1.87,2.07
2744,"musical piano,musical guitar",1.53,1.69
2745,"musical piano,musical harp",2.33,2.14
2746,"musical piano,musical jazz",2.27,2.62
2747,"musical piano,musical orchestra",2.53,2.29
2748,"musical piano,musical percussion",2.13,1.64
2749,"musical piano,musical piano",5.00,5.00
2750,"musical piano,musical violin",1.73,1.79
2751,"musical radio,musical bell",2.50,1.93
2752,"musical radio,musical door",1.71,1.40
2753,"musical radio,musical machine",3.36,2.47
2754,"musical radio,musical resonance",2.14,2.00
2755,"musical radio,musical speech",2.57,2.47
2756,"musical resonance,musical door",1.40,1.20
2757,"musical resonance,musical speech",3.07,2.00
2758,"musical speech,musical door",1.27,1.13
2759,"musical trumpet,musical bass",1.47,1.62
2760,"musical trumpet,musical drum",1.33,1.54
2761,"musical trumpet,musical flute",1.80,2.38
2762,"musical trumpet,musical groove",2.40,2.00
2763,"musical trumpet,musical guitar",1.33,1.46
2764,"musical trumpet,musical harp",1.47,1.54
2765,"musical trumpet,musical jazz",2.87,3.64
2766,"musical trumpet,musical melody",2.53,2.62
2767,"musical trumpet,musical orchestra",2.60,2.00
2768,"musical trumpet,musical percussion",1.53,1.46
2769,"musical trumpet,musical piano",1.33,1.46
2770,"musical trumpet,musical trumpet",5.00,5.00
2771,"musical trumpet,musical violin",1.40,1.46
2772,"musical violin,musical bass",1.60,1.77
2773,"musical violin,musical drum",1.27,1.31
2774,"musical violin,musical flute",1.47,1.77
2775,"musical violin,musical groove",1.93,1.92
2776,"musical violin,musical guitar",1.87,2.31
2777,"musical violin,musical harp",2.40,2.23
2778,"musical violin,musical jazz",1.73,1.54
2779,"musical violin,musical orchestra",2.93,2.62
2780,"musical violin,musical percussion",1.40,1.62
2781,"percussive alert,percussive alert",5.00,5.00
2782,"percussive alert,percussive bell",3.47,2.79
2783,"percussive alert,percussive clap",2.33,1.93
2784,"percussive alert,percussive clock",2.47,2.50
2785,"percussive alert,percussive collision",1.73,1.60
2786,"percussive beat,percussive drum",3.62,3.79
2787,"percussive beat,percussive gong",2.38,3.07
2788,"percussive beat,percussive groove",3.15,3.29
2789,"percussive beat,percussive guitar",1.46,1.86
2790,"percussive beat,percussive pop",2.69,2.71
2791,"percussive beat,percussive rhythm",4.38,4.21
2792,"percussive beat,percussive tambourine",2.31,2.86
2793,"percussive beat,percussive timpani",2.46,2.79
2794,"percussive bell,percussive collision",1.60,1.33
2795,"percussive clap,percussive bell",2.87,2.07
2796,"percussive clap,percussive clock",1.07,1.33
2797,"percussive clap,percussive collision",2.27,2.13
2798,"percussive click,percussive alert",3.40,2.43
2799,"percussive click,percussive bell",2.60,2.00
2800,"percussive click,percussive clap",3.93,2.71
2801,"percussive click,percussive click",5.00,5.00
2802,"percussive click,percussive clock",1.80,2.14
2803,"percussive click,percussive collision",1.27,1.43
2804,"percussive click,percussive crash",2.33,1.87
2805,"percussive click,percussive notification",3.00,2.29
2806,"percussive clock,percussive bell",2.40,1.60
2807,"percussive clock,percussive collision",1.13,1.07
2808,"percussive crash,percussive alert",1.53,1.86
2809,"percussive crash,percussive bell",2.47,1.43
2810,"percussive crash,percussive clap",2.60,2.00
2811,"percussive crash,percussive clock",1.33,1.14
2812,"percussive crash,percussive collision",4.93,4.64
2813,"percussive crash,percussive crash",5.00,5.00
2814,"percussive crash,percussive notification",1.20,1.50
2815,"percussive drum,percussive drum",5.00,5.00
2816,"percussive drum,percussive gong",2.85,3.07
2817,"percussive drum,percussive groove",1.85,2.36
2818,"percussive drum,percussive guitar",1.46,1.50
2819,"percussive drum,percussive pop",2.08,2.50
2820,"percussive drum,percussive rhythm",3.36,3.33
2821,"percussive drum,percussive tambourine",2.14,2.47
2822,"percussive drum,percussive timpani",3.46,3.21
2823,"percussive gong,percussive rhythm",1.92,2.43
2824,"percussive gong,percussive tambourine",1.69,2.07
2825,"percussive groove,percussive gong",1.64,1.47
2826,"percussive groove,percussive rhythm",3.57,3.53
2827,"percussive groove,percussive tambourine",1.71,1.80
2828,"percussive groove,percussive timpani",1.50,1.93
2829,"percussive guitar,percussive gong",1.43,1.53
2830,"percussive guitar,percussive groove",2.64,2.27
2831,"percussive guitar,percussive rhythm",2.64,2.67
2832,"percussive guitar,percussive tambourine",1.64,1.53
2833,"percussive guitar,percussive timpani",1.64,1.53
2834,"percussive notification,percussive alert",4.93,4.50
2835,"percussive notification,percussive bell",2.93,2.86
2836,"percussive notification,percussive clap",2.73,1.79
2837,"percussive notification,percussive clock",2.13,1.86
2838,"percussive notification,percussive collision",1.60,1.07
2839,"percussive pop,percussive gong",1.79,1.67
2840,"percussive pop,percussive groove",2.57,2.40
2841,"percussive pop,percussive guitar",1.93,2.00
2842,"percussive pop,percussive rhythm",2.57,2.73
2843,"percussive pop,percussive tambourine",1.64,1.87
2844,"percussive pop,percussive timpani",2.00,1.73
2845,"percussive rhythm,percussive tambourine",2.08,2.64
2846,"percussive timpani,percussive gong",2.21,2.13
2847,"percussive timpani,percussive rhythm",2.43,2.20
2848,"percussive timpani,percussive tambourine",2.21,2.20
2849,"percussive timpani,percussive timpani",5.00,5.00
2850,"quick bottle,quick burst",1.33,1.43
2851,"quick bottle,quick door",1.40,1.07
2852,"quick bottle,quick keyboard",1.47,1.07
2853,"quick bottle,quick smash",1.27,1.29
2854,"quick burst,quick door",1.20,1.40
2855,"quick burst,quick keyboard",1.33,1.20
2856,"quick click,quick bottle",1.07,1.07
2857,"quick click,quick burst",1.80,1.71
2858,"quick click,quick door",1.47,1.43
2859,"quick click,quick drop",1.67,1.27
2860,"quick click,quick keyboard",1.93,2.07
2861,"quick click,quick run",1.33,1.07
2862,"quick click,quick smash",1.93,1.79
2863,"quick crash,quick bottle",1.13,1.13
2864,"quick crash,quick burst",2.67,2.47
2865,"quick crash,quick click",2.00,1.73
2866,"quick crash,quick crash",5.00,5.00
2867,"quick crash,quick door",1.33,1.13
2868,"quick crash,quick drop",2.73,2.33
2869,"quick crash,quick keyboard",1.20,1.13
2870,"quick crash,quick run",1.73,1.20
2871,"quick crash,quick smash",4.00,3.93
2872,"quick drop,quick bottle",1.07,1.29
2873,"quick drop,quick burst",1.80,1.71
2874,"quick drop,quick door",1.13,1.14
2875,"quick drop,quick drop",5.00,5.00
2876,"quick drop,quick keyboard",1.07,1.14
2877,"quick drop,quick run",1.60,1.14
2878,"quick drop,quick smash",2.20,1.93
2879,"quick drum,quick bass",2.69,2.50
2880,"quick drum,quick instrument",3.08,2.64
2881,"quick echo,quick bottle",1.00,1.07
2882,"quick echo,quick burst",1.57,1.47
2883,"quick echo,quick click",2.14,2.00
2884,"quick echo,quick crash",1.93,2.13
2885,"quick echo,quick door",1.00,1.13
2886,"quick echo,quick drop",1.50,1.80
2887,"quick echo,quick echo",5.00,5.00
2888,"quick echo,quick keyboard",1.00,1.20
2889,"quick echo,quick noise",3.71,3.53
2890,"quick echo,quick run",1.00,1.00
2891,"quick echo,quick smash",1.57,1.53
2892,"quick echo,quick water",1.20,1.20
2893,"quick hit,quick bottle",1.07,1.07
2894,"quick hit,quick burst",2.67,2.20
2895,"quick hit,quick click",2.00,1.87
2896,"quick hit,quick crash",3.87,3.40
2897,"quick hit,quick door",1.00,1.20
2898,"quick hit,quick drop",1.67,1.60
2899,"quick hit,quick echo",1.27,1.40
2900,"quick hit,quick hit",5.00,5.00
2901,"quick hit,quick keyboard",1.07,1.40
2902,"quick hit,quick noise",1.87,2.00
2903,"quick hit,quick run",1.60,1.40
2904,"quick hit,quick smash",3.67,3.07
2905,"quick hit,quick water",1.00,1.07
2906,"quick instrument,quick bass",2.85,2.36
2907,"quick keyboard,quick door",1.67,1.40
2908,"quick noise,quick bottle",1.27,1.00
2909,"quick noise,quick burst",2.47,1.87
2910,"quick noise,quick click",3.40,2.67
2911,"quick noise,quick crash",3.20,2.47
2912,"quick noise,quick door",1.27,1.27
2913,"quick noise,quick drop",1.80,1.67
2914,"quick noise,quick keyboard",1.20,1.13
2915,"quick noise,quick run",1.27,1.13
2916,"quick noise,quick smash",2.73,1.93
2917,"quick piano,quick bass",1.77,1.71
2918,"quick piano,quick drum",1.54,1.50
2919,"quick piano,quick instrument",3.31,2.86
2920,"quick run,quick bottle",1.07,1.07
2921,"quick run,quick burst",2.33,1.86
2922,"quick run,quick door",1.00,1.14
2923,"quick run,quick keyboard",1.00,1.07
2924,"quick run,quick smash",1.20,1.07
2925,"quick smash,quick burst",2.67,2.79
2926,"quick smash,quick door",1.20,1.27
2927,"quick smash,quick keyboard",1.33,1.40
2928,"quick water,quick bottle",1.79,1.40
2929,"quick water,quick burst",2.00,1.53
2930,"quick water,quick click",1.07,1.00
2931,"quick water,quick crash",1.14,1.13
2932,"quick water,quick door",1.14,1.00
2933,"quick water,quick drop",2.07,2.07
2934,"quick water,quick keyboard",1.14,1.00
2935,"quick water,quick noise",1.21,1.33
2936,"quick water,quick run",1.36,1.13
2937,"quick water,quick smash",1.14,1.00
2938,"resonant bass,resonant beat",2.57,3.00
2939,"resonant bass,resonant drum",2.43,2.60
2940,"resonant bass,resonant rhythm",2.50,2.73
2941,"resonant bell,resonant pluck",1.47,1.40
2942,"resonant bell,resonant shot",1.67,1.60
2943,"resonant bell,resonant string",1.80,1.33
2944,"resonant bell,resonant voice",1.93,1.67
2945,"resonant drone,resonant bell",2.00,1.80
2946,"resonant drone,resonant drone",5.00,5.00
2947,"resonant drone,resonant noise",2.67,2.47
2948,"resonant drone,resonant pluck",1.60,1.20
2949,"resonant drone,resonant shot",1.80,1.27
2950,"resonant drone,resonant sound",2.67,2.60
2951,"resonant drone,resonant string",1.67,1.20
2952,"resonant drone,resonant voice",2.27,1.93
2953,"resonant drum,resonant beat",3.36,3.60
2954,"resonant drum,resonant rhythm",3.00,3.20
2955,"resonant noise,resonant bell",3.40,2.67
2956,"resonant noise,resonant pluck",1.80,1.80
2957,"resonant noise,resonant shot",2.13,1.87
2958,"resonant noise,resonant sound",4.73,4.60
2959,"resonant noise,resonant string",1.60,1.67
2960,"resonant noise,resonant voice",3.67,2.73
2961,"resonant percussion,resonant bass",2.46,2.07
2962,"resonant percussion,resonant beat",3.23,3.57
2963,"resonant percussion,resonant drum",3.62,3.50
2964,"resonant percussion,resonant piano",1.77,1.93
2965,"resonant percussion,resonant rhythm",2.92,3.00
2966,"resonant percussion,resonant tone",1.92,2.21
2967,"resonant piano,resonant bass",1.62,1.79
2968,"resonant piano,resonant beat",1.54,2.14
2969,"resonant piano,resonant drum",1.62,1.57
2970,"resonant piano,resonant rhythm",1.85,2.43
2971,"resonant piano,resonant tone",2.38,2.93
2972,"resonant pluck,resonant pluck",5.00,5.00
2973,"resonant pluck,resonant shot",1.73,1.20
2974,"resonant pluck,resonant string",2.67,2.73
2975,"resonant pluck,resonant voice",1.40,1.27
2976,"resonant rhythm,resonant beat",3.71,3.87
2977,"resonant shot,resonant string",1.33,1.13
2978,"resonant shot,resonant voice",2.07,1.20
2979,"resonant sound,resonant bell",3.27,2.80
2980,"resonant sound,resonant pluck",2.33,1.93
2981,"resonant sound,resonant shot",2.67,2.20
2982,"resonant sound,resonant string",1.87,1.67
2983,"resonant sound,resonant voice",4.13,3.27
2984,"resonant tone,resonant bass",2.79,2.87
2985,"resonant tone,resonant beat",3.14,3.00
2986,"resonant tone,resonant drum",2.36,2.20
2987,"resonant tone,resonant rhythm",3.00,2.53
2988,"resonant voice,resonant string",1.60,1.27
2989,"sad breath,sad cry",2.47,2.00
2990,"sad breath,sad girl",1.20,1.73
2991,"sad breath,sad male",1.07,1.67
2992,"sad breath,sad vocal",3.00,2.33
2993,"sad breath,sad voice",2.60,2.27
2994,"sad breath,sad woman",1.13,1.67
2995,"sad chord,sad guitar",2.67,2.60
2996,"sad chord,sad melody",3.00,3.07
2997,"sad chord,sad pad",1.33,1.13
2998,"sad chord,sad synth",2.13,1.73
2999,"sad cry,sad girl",2.27,2.67
3000,"sad cry,sad male",1.93,2.33
3001,"sad cry,sad vocal",3.73,3.93
3002,"sad cry,sad voice",3.53,2.60
3003,"sad cry,sad woman",2.07,2.53
3004,"sad girl,sad girl",5.00,5.00
3005,"sad girl,sad male",3.13,2.93
3006,"sad girl,sad vocal",2.00,2.53
3007,"sad girl,sad woman",4.47,4.40
3008,"sad guitar,sad melody",2.47,2.73
3009,"sad male,sad woman",3.00,3.13
3010,"sad music,sad chord",3.64,3.40
3011,"sad music,sad guitar",2.80,2.60
3012,"sad music,sad melody",4.27,4.47
3013,"sad music,sad pad",1.27,1.13
3014,"sad music,sad piano",2.86,2.87
3015,"sad music,sad synth",2.71,2.53
3016,"sad pad,sad guitar",1.33,1.33
3017,"sad pad,sad melody",1.40,1.40
3018,"sad pad,sad pad",5.00,5.00
3019,"sad piano,sad chord",2.53,2.20
3020,"sad piano,sad guitar",1.93,1.80
3021,"sad piano,sad melody",3.27,2.73
3022,"sad piano,sad pad",1.33,1.20
3023,"sad piano,sad piano",5.00,5.00
3024,"sad piano,sad synth",2.27,1.87
3025,"sad synth,sad guitar",1.73,2.00
3026,"sad synth,sad melody",2.53,2.40
3027,"sad synth,sad pad",1.20,1.47
3028,"sad violin,sad chord",2.64,2.40
3029,"sad violin,sad guitar",2.07,2.27
3030,"sad violin,sad melody",2.86,2.60
3031,"sad violin,sad music",2.86,2.80
3032,"sad violin,sad pad",1.43,1.13
3033,"sad violin,sad piano",1.93,1.73
3034,"sad violin,sad synth",1.79,1.60
3035,"sad vocal,sad male",2.00,2.47
3036,"sad vocal,sad woman",2.00,2.53
3037,"sad voice,sad girl",1.93,2.47
3038,"sad voice,sad male",2.00,2.47
3039,"sad voice,sad vocal",4.80,4.87
3040,"sad voice,sad woman",2.00,2.53
3041,"vocal bass,vocal percussion",1.93,2.00
3042,"vocal bomb,vocal bomb",5.00,5.00
3043,"vocal bomb,vocal breath",1.08,1.27
3044,"vocal bomb,vocal fart",1.46,1.67
3045,"vocal bomb,vocal laugh",1.00,1.53
3046,"vocal bomb,vocal monster",1.31,1.33
3047,"vocal bomb,vocal noise",2.31,2.93
3048,"vocal bomb,vocal robot",1.38,1.27
3049,"vocal bomb,vocal scream",1.38,1.73
3050,"vocal bomb,vocal shot",2.46,2.53
3051,"vocal bomb,vocal squeak",1.15,1.20
3052,"vocal bomb,vocal whisper",1.08,1.20
3053,"vocal breath,vocal breath",5.00,5.00
3054,"vocal breath,vocal fart",1.69,1.47
3055,"vocal breath,vocal laugh",2.23,2.20
3056,"vocal breath,vocal monster",1.15,1.13
3057,"vocal breath,vocal noise",2.54,2.47
3058,"vocal breath,vocal robot",1.08,1.07
3059,"vocal breath,vocal scream",2.38,1.93
3060,"vocal breath,vocal shot",1.15,1.27
3061,"vocal breath,vocal squeak",2.46,1.93
3062,"vocal breath,vocal whisper",2.85,2.67
3063,"vocal dog,vocal bomb",1.00,1.27
3064,"vocal dog,vocal breath",1.07,1.73
3065,"vocal dog,vocal fart",1.13,1.53
3066,"vocal dog,vocal growling",3.13,3.73
